,track_id,track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_name,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,speechiness,acousticness,liveness,valence,tempo
2099,2CEgGE6aESpnmtfiZwYlbV,Dynamite,Taio Cruz,77,The Rokstarr Hits Collection,2010-01-01,post teen pop,pop,post-teen pop,0.751,0.783,4,-3.724,0.0859,0.00379,0.036,0.816,119.975
2100,7lWUJpax919G4JdaFEVmCy,Blah Blah Blah (feat. 3OH!3),Kesha,61,Animal (Expanded Edition),2010-01-01,post teen pop,pop,post-teen pop,0.752,0.836,10,-3.173,0.115,0.0843,0.424,0.519,120.003
2101,1lkvpmrCaXK8QtliFDcHBO,Bubbly,Colbie Caillat,71,Coco,2007-01-01,post teen pop,pop,post-teen pop,0.688,0.477,9,-6.681,0.036,0.594,0.115,0.257,127.866
2102,0K1M6vTh1VvhwtGgQj3uNq,Heart Made Up On You,R5,48,Sometime Last Night (Special Edition),2015-01-01,post teen pop,pop,post-teen pop,0.749,0.779,5,-5.389,0.0337,0.0155,0.126,0.739,118.936
2103,4Oz9NAlujs00kYGL4WTUNw,Smile,R5,49,Sometime Last Night (Special Edition),2015-01-01,post teen pop,pop,post-teen pop,0.61,0.789,1,-5.485,0.0378,0.00221,0.122,0.57,92.021
2104,3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),Shakira,80,"Oral Fixation, Vol. 2 (Expanded Edition)",2005-11-28,post teen pop,pop,post-teen pop,0.778,0.824,10,-5.892,0.0712,0.284,0.405,0.756,100.024
2105,6VrLYoQKdhu1Jruei06t65,Somebody To You,The Vamps,69,Meet The Vamps,2014-01-01,post teen pop,pop,post-teen pop,0.526,0.818,3,-5.952,0.0358,0.0587,0.333,0.896,171.957
2106,6M6lsQB4OhqL41eld29PeC,Love The Way You Lie (Part II) - Pt. 2,Rihanna,65,Loud,2010-11-16,post teen pop,pop,post-teen pop,0.472,0.833,10,-4.486,0.162,0.297,0.056,0.413,166.271
2107,7xWbvQCz53GlVL4xSXKqPy,Piano's On The Beach,Jacques Renault,44,Favicon,2009-12-14,BALLARE - رقص,pop,post-teen pop,0.534,0.731,4,-8.202,0.0303,0.00464,0.928,0.917,100.064
2108,4g3Ax56IslQkI6XVfYKVc5,The Less I Know The Better,Tame Impala,18,Currents,2015-07-17,BALLARE - رقص,pop,post-teen pop,0.64,0.755,1,-4.077,0.0287,0.0138,0.12,0.744,116.883
2109,5u7JGFtQNT0Zj7TOykBS7s,White Sky,Vampire Weekend,50,Contra,2010-01-11,BALLARE - رقص,pop,post-teen pop,0.572,0.684,9,-5.64,0.0649,0.114,0.364,0.908,135.926
2110,2WfaOiMkCvy7F5fcp2zZ8L,Take on Me,a-ha,83,Hunting High and Low,1985-06-01,BALLARE - رقص,pop,post-teen pop,0.573,0.902,6,-7.638,0.054,0.018,0.0928,0.876,84.412
2111,7723JnKU2R15Iv4T7OJrly,Funky Town,Lipps Inc.,70,Paradas Continuas,2010-02-01,BALLARE - رقص,pop,post-teen pop,0.906,0.63,0,-8.071,0.0575,0.000547,0.0994,0.342,122.458
2112,6HA97v4wEGQ5TUClRM0XLc,99 Luftballons,Nena,24,99 Luftballons,1984-08-21,BALLARE - رقص,pop,post-teen pop,0.466,0.438,4,-12.858,0.0608,0.089,0.113,0.587,193.1
2113,1eRqy8jW4ZLMJR6dl3xsgI,Lovefool - Radio Edit,The Cardigans,17,First Band On The Moon,1996-09-17,BALLARE - رقص,pop,post-teen pop,0.644,0.599,9,-7.936,0.029,0.0443,0.286,0.941,111.829
2114,5QRAfvKPyQpwt897Jc0glg,Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,Eiffel 65,64,Blue (Da Ba Dee),1998-11-11,BALLARE - رقص,pop,post-teen pop,0.822,0.969,7,-11.471,0.0582,0.259,0.39,0.765,128.007
2115,4FP0feSGbkdt7DfT6YTM69,Dragostea Din Tei - Romanian Version,O-Zone,47,Dragostea Din Tei,2003-08-01,BALLARE - رقص,pop,post-teen pop,0.8,0.964,0,-3.858,0.0416,0.171,0.0624,0.699,130.083
2116,1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - Remastered,Eurythmics,81,Sweet Dreams (Are Made Of This),1983-01-21,BALLARE - رقص,pop,post-teen pop,0.692,0.711,0,-7.498,0.0317,0.227,0.12,0.875,125.135
2117,2WpCr1ls4bjL54NAcN5DAA,Finally,CeCe Peniston,56,Dance #1's,2007-01-01,BALLARE - رقص,pop,post-teen pop,0.761,0.718,11,-10.279,0.0366,0.00459,0.0333,0.876,120.12
2118,0dCr3qIupWh36ilLjRHi4P,Virtual Insanity - Remastered,Jamiroquai,13,High Times - The Singles 1992 - 2006,2006-11-06,BALLARE - رقص,pop,post-teen pop,0.651,0.946,6,-4.717,0.101,0.13,0.148,0.508,91.911
2119,0b9oOr2ZgvyQu88wzixux9,This Is America,Childish Gambino,76,This Is America,2018-05-06,BALLARE - رقص,pop,post-teen pop,0.854,0.463,5,-6.159,0.137,0.117,0.354,0.549,120.024
2120,2ypT0w7jeCwcEQQvNE5o92,The Bad Touch,Bloodhound Gang,11,Hooray For Boobies,1999,BALLARE - رقص,pop,post-teen pop,0.827,0.747,0,-6.247,0.0377,0.00355,0.101,0.969,122.984
2121,5OMwQFBcte0aWFJFqrr5oj,TiK ToK,Kesha,15,Animal,2010,BALLARE - رقص,pop,post-teen pop,0.755,0.832,2,-2.741,0.116,0.0746,0.291,0.735,120.032
2122,6RX5iL93VZ5fKmyvNXvF1r,Irreplaceable,Beyoncé,72,B'Day Deluxe Edition,2007-05-29,BALLARE - رقص,pop,post-teen pop,0.447,0.694,7,-4.637,0.382,0.0293,0.167,0.509,175.868
2123,3JA9Jsuxr4xgHXEawAdCp4,Just Can’t Get Enough,The Black Eyed Peas,70,The Beginning,2010-01-01,BALLARE - رقص,pop,post-teen pop,0.659,0.628,0,-8.685,0.179,0.186,0.105,0.262,94.05
2124,0tBRo4P60DgKmg4jt48upm,Bumpy Ride,Mohombi,7,Bumpy Ride,2010-01-01,BALLARE - رقص,pop,post-teen pop,0.709,0.854,0,-4.447,0.0399,0.047,0.0724,0.826,105.074
2125,3TjgJxFacZYhKorTBvL1xf,Cha Cha Slide - Hardino Mix,DJ Casper,22,Cha Cha Slide,2004-01-01,BALLARE - رقص,pop,post-teen pop,0.852,0.911,11,-6.661,0.136,0.045,0.306,0.847,131.028
2126,5bPvKo7mH5ZETLSbdP1oHo,AM To PM,Christina Milian,54,Christina Milian,2001-01-01,BALLARE - رقص,pop,post-teen pop,0.87,0.876,0,-2.999,0.117,0.145,0.841,0.861,104.985
2127,3B23etXBXxq1aCmFB8dby9,Pompen,Kraantje Pappie,53,Crane III,2016-10-28,BALLARE - رقص,pop,post-teen pop,0.95,0.731,11,-4.485,0.199,0.0248,0.107,0.574,126.998
2128,0TwBtDAWpkpM3srywFVOV5,Crazy In Love (feat. Jay-Z),Beyoncé,69,Dangerously In Love,2003-03-10,BALLARE - رقص,pop,post-teen pop,0.664,0.758,2,-6.583,0.21,0.00238,0.0598,0.701,99.259
2129,6YZdkObH88npeKrrkb8Ggf,DUELE EL CORAZON,Enrique Iglesias,72,DUELE EL CORAZON,2016-04-18,BALLARE - رقص,pop,post-teen pop,0.724,0.904,8,-3.354,0.0966,0.0786,0.226,0.846,90.999
2130,1dzQoRqT5ucxXVaAhTcT0J,Just Dance,Lady Gaga,73,The Fame,2008-01-01,BALLARE - رقص,pop,post-teen pop,0.822,0.739,1,-4.541,0.0311,0.0264,0.181,0.745,118.992
2131,02XnQdf7sipaKBBHixz3Zp,Paparazzi,Lady Gaga,69,The Fame,2008-01-01,BALLARE - رقص,pop,post-teen pop,0.762,0.692,5,-3.973,0.0438,0.113,0.094,0.397,114.906
2132,5P5cGNzqh6A353N3ShDK6Y,Bad Romance,Lady Gaga,19,The Fame Monster,2009,BALLARE - رقص,pop,post-teen pop,0.697,0.921,0,-3.75,0.0391,0.00305,0.0831,0.721,118.99
2133,44XBLYMVEt5vJcb5qXfQ7V,Alejandro,Lady Gaga,8,The Fame Monster (International Deluxe),2009-01-01,BALLARE - رقص,pop,post-teen pop,0.626,0.799,11,-6.612,0.046,0.000358,0.36,0.369,98.992
2134,70vvnTUamBXOc0vRk7BBDu,Poker Face,Lady Gaga,55,The Fame Monster (International Deluxe),2009-01-01,BALLARE - رقص,pop,post-teen pop,0.851,0.806,4,-4.618,0.0788,0.12,0.122,0.775,119.002
2135,2Y2ud3awMZHDxOCpDebiv3,Umbrella,Rihanna,15,Good Girl Gone Bad: Reloaded,2008-06-02,BALLARE - رقص,pop,post-teen pop,0.583,0.829,1,-4.603,0.134,0.00864,0.0426,0.575,174.028
2136,5BoIP8Eha5hwmRVURkC2Us,In My Head,Jason Derulo,64,Jason Derulo,2010-02-24,BALLARE - رقص,pop,post-teen pop,0.762,0.748,0,-4.15,0.033,0.0266,0.348,0.851,110.009
2137,6xCNYRfzZtoQRo1xruPmNq,Problem,Ariana Grande,9,My Everything (Deluxe),2014-08-22,BALLARE - رقص,pop,post-teen pop,0.66,0.805,1,-5.352,0.153,0.0192,0.159,0.625,103.009
2138,5YuZQg9r1qdAgF86TnrIHy,Ai Se Eu Te Pego - Ao Vivo,Michel Teló,5,Na Balada (Ao Vivo),2011-08-21,BALLARE - رقص,pop,post-teen pop,0.65,0.951,11,-5.465,0.0729,0.232,0.979,0.727,96.032
2139,7pNC5ZIKtwUK0ReSpM3P9f,Black Widow,Iggy Azalea,64,The New Classic,2014-01-01,BALLARE - رقص,pop,post-teen pop,0.743,0.72,11,-3.753,0.124,0.192,0.109,0.519,163.99
2140,2Oaq2Q6JFS1xIXGL9TVryY,Watskeburt?!,De Jeugd Van Tegenwoordig,55,Parels Voor De Zwijnen,2008-01-01,BALLARE - رقص,pop,post-teen pop,0.946,0.491,1,-7.931,0.231,0.00521,0.226,0.586,130.029
2141,5vlEg2fT4cFWAqU5QptIpQ,Replay,Iyaz,72,Replay,2009-08-11,BALLARE - رقص,pop,post-teen pop,0.706,0.751,9,-6.323,0.0708,0.173,0.168,0.195,91.031
2142,6G41AeVgQkpvEbTxN5fNkW,Habiba,Boef,57,Slaaptekort,2017-03-17,BALLARE - رقص,pop,post-teen pop,0.898,0.813,8,-5.725,0.306,0.113,0.0854,0.771,126.986
2143,636vdFAufIda3oSxnafrDI,The Way I Are,Timbaland,3,Summer Party,2013-04-15,BALLARE - رقص,pop,post-teen pop,0.743,0.828,3,-6.273,0.0692,0.167,0.132,0.753,114.725
2144,7LqjznQwfrax7MjQXmxqdQ,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,Jennifer Lopez,65,This Is Me...Then,2002,BALLARE - رقص,pop,post-teen pop,0.845,0.768,6,-5.448,0.188,0.00733,0.0575,0.96,100.0
2145,0azC730Exh71aQlOt9Zj3y,This Is What You Came For,Calvin Harris,79,This Is What You Came For,2016-04-29,BALLARE - رقص,pop,post-teen pop,0.63,0.928,9,-2.787,0.0331,0.199,0.148,0.465,123.963
2146,3twQx3psUMJKj4wna5d1zU,Trap Queen,Fetty Wap,48,Trap Queen,2014-12-15,BALLARE - رقص,pop,post-teen pop,0.746,0.873,7,-3.803,0.128,0.0244,0.354,0.817,148.075
2147,76P07ei8drjrenqtvDbefy,Hotline Bling,Drake,0,Views,2016-05-06,BALLARE - رقص,pop,post-teen pop,0.905,0.617,2,-8.039,0.0596,0.00287,0.0484,0.572,134.972
2148,0ofbQMrRDsUaVKq2mGLEAb,Havana,Camila Cabello,26,Havana,2017-08-03,BALLARE - رقص,pop,post-teen pop,0.768,0.517,7,-4.323,0.0312,0.186,0.104,0.418,104.992
2149,3wPPWcVuinAU7dXcJXtCID,La La La,Naughty Boy,67,Hotel Cabana (Deluxe Version),2013-01-01,BALLARE - رقص,pop,post-teen pop,0.772,0.65,6,-5.202,0.0306,0.107,0.0905,0.262,125.082
2150,1sfHrhNl6yvVsPlbh3e7fg,I Follow Rivers (You Deep Sea Baby),Café Amargo,42,Cafe Americano (The Greatest Top Seller of the World),2013-01-15,BALLARE - رقص,pop,post-teen pop,0.826,0.663,9,-5.777,0.067,0.246,0.0421,0.214,122.019
2151,4J4fFMrP25pj6uKOyTIpcG,Nobody To Love - Radio Edit,Sigma,0,De Maxx Long Player 30,2014-06-30,BALLARE - رقص,pop,post-teen pop,0.446,0.903,8,-5.404,0.0418,0.000484,0.164,0.169,175.021
2152,1waTVUMM4yAMG09Z1kw9LU,There is no other time,Klaxons,0,Love Frequency,2014-06-09,BALLARE - رقص,pop,post-teen pop,0.714,0.783,7,-5.466,0.0288,0.0928,0.582,0.54,121.993
2153,4KuS9s0fuqLznp9AJTqTm7,I Loved You (feat. Melissa Steel),Blonde,55,I Loved You (feat. Melissa Steel),2014-11-28,BALLARE - رقص,pop,post-teen pop,0.647,0.792,10,-6.391,0.0504,0.16,0.0624,0.351,122.432
2154,0SmGNsRrydgF19xlWl1UpB,My head is a Jungle - MK Remix [Radio Edit],Wankelmut,28,My Head Is A Jungle (MK Remixes),2014-08-18,BALLARE - رقص,pop,post-teen pop,0.683,0.789,7,-6.672,0.0355,0.0864,0.253,0.456,124.023
2155,7lMolzqOLrv0J0R8yjy1cU,Every Single Piece - Radio Edit,Redondo,23,Every Single Piece,2015-05-18,BALLARE - رقص,pop,post-teen pop,0.688,0.595,11,-6.518,0.0416,0.0107,0.111,0.359,119.946
2156,59h79itmIRXyUXemC3z9Hf,Freestyler,Bomfunk MC's,8,De Maxx - Long Player 25,2012-11-22,BALLARE - رقص,pop,post-teen pop,0.842,0.963,4,-5.563,0.114,0.0297,0.0592,0.918,163.832
2157,2MDEiwNwrXkZzx0LRjcF3g,Together - Extended Mix,The Magician,11,Together,2015-07-06,BALLARE - رقص,pop,post-teen pop,0.776,0.759,10,-5.956,0.0458,0.008,0.0853,0.52,122.003
2158,4m5n2dnmOyaMJhrivbJWRt,Right Here,Jess Glynne,50,Right Here,2014-06-12,BALLARE - رقص,pop,post-teen pop,0.801,0.8,7,-5.159,0.0457,0.0329,0.209,0.811,120.031
2159,0idc0XRnLRovVqpWnGQ6hC,My Love,Route 94,14,My Love,2014-01-01,BALLARE - رقص,pop,post-teen pop,0.818,0.595,8,-7.644,0.0515,0.00014,0.0612,0.729,119.99
2160,0tICYNayWWhH9GPeFrfjfD,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,20,Layers,2016-11-04,BALLARE - رقص,pop,post-teen pop,0.793,0.729,0,-4.77,0.0394,0.08,0.317,0.488,121.972
2161,7ltEDsGu3Zggmpay2RFCOL,I Wanna Feel - Radio Edit,Secondcity,0,I Wanna Feel,2014-05-26,BALLARE - رقص,pop,post-teen pop,0.692,0.896,10,-6.298,0.0637,0.0764,0.157,0.804,121.999
2162,3ybxat8TsO193VjQKjo5aM,We Can Only Live Today (Puppy) - Original,Netsky,10,De Maxx - Long Player 25,2012-11-22,BALLARE - رقص,pop,post-teen pop,0.671,0.8,0,-2.769,0.0882,0.0843,0.15,0.809,127.961
2163,5HFPfp2p6V4pycGKaIMlIH,Make Luv,Room 5,52,Music & You,2003-11-24,BALLARE - رقص,pop,post-teen pop,0.882,0.887,1,-4.91,0.116,0.0112,0.0345,0.657,124.81
2164,0Dtwxkkn8fJKtqtea7fd1C,Intoxicated - Original Mix,Martin Solveig,34,Intoxicated,2015-02-24,BALLARE - رقص,pop,post-teen pop,0.804,0.877,0,-3.722,0.0609,0.00178,0.334,0.635,124.992
2165,67lnQ6r4oWKZcM8VxSwHq2,Say Something - Zac Samuel Remix,Karen Harding,6,Say Something,2014-01-01,BALLARE - رقص,pop,post-teen pop,0.697,0.676,7,-6.134,0.0412,0.0101,0.141,0.707,119.988
2166,4jLjklc4xQOqKH4SCWFIfj,The Party (This Is How We Do It) - Radio Edit,Joe Stone,24,The Party (This Is How We Do It),2015-06-15,BALLARE - رقص,pop,post-teen pop,0.688,0.925,11,-4.338,0.0366,0.1,0.0401,0.623,123.984
2167,5rgy6ghBq1eRApCkeUdJXf,We Are Young (feat. Janelle Monáe),fun.,75,Some Nights,2012-02-14,BALLARE - رقص,pop,post-teen pop,0.378,0.638,10,-5.576,0.075,0.02,0.0849,0.735,184.086
2168,2NjhV99ncY4A5lSkTHvTtU,Lollipop,MIKA,55,Life In Cartoon Motion,2006-01-01,BALLARE - رقص,pop,post-teen pop,0.714,0.621,1,-5.343,0.0641,0.0352,0.11,0.892,96.007
2169,2SDx0PooHZI1SQKR0y44bs,Grace Kelly,MIKA,67,Life In Cartoon Motion,2006-01-01,BALLARE - رقص,pop,post-teen pop,0.675,0.828,0,-5.799,0.0454,0.0242,0.364,0.669,122.229
2170,00lNx0OcTJrS3MKHcB80HY,You Don't Know Me - Radio Edit,Jax Jones,14,You Don't Know Me,2016-12-09,BALLARE - رقص,pop,post-teen pop,0.876,0.669,11,-6.054,0.138,0.163,0.185,0.682,124.007
2171,22wKQbMH8n7wZfso2VcLJL,Opposite Of Adults,Chiddy Bang,57,The Preview,2010-10-01,BALLARE - رقص,pop,post-teen pop,0.677,0.89,6,-5.46,0.159,0.0123,0.321,0.622,96.009
2172,69uxyAqqPIsUyTO8txoP2M,Adventure of a Lifetime,Coldplay,74,A Head Full of Dreams,2015-12-04,BALLARE - رقص,pop,post-teen pop,0.638,0.924,7,-3.887,0.0359,0.00205,0.149,0.529,111.995
2173,61dCUoMCg28qEBzrW6htYM,Rather Be (feat. Jess Glynne),Clean Bandit,70,New Eyes,2014-06-02,BALLARE - رقص,pop,post-teen pop,0.799,0.586,11,-6.735,0.0377,0.162,0.193,0.549,120.97
2174,0XzkemXSiXJa7VgDFPfU4S,Blurred Lines,Robin Thicke,18,Blurred Lines,2013-01-01,BALLARE - رقص,pop,post-teen pop,0.862,0.503,7,-7.703,0.0494,0.00453,0.0761,0.863,119.998
2175,3RiPr603aXAoi4GHyXx0uy,Hymn for the Weekend,Coldplay,77,A Head Full of Dreams,2015-12-04,BALLARE - رقص,pop,post-teen pop,0.49,0.743,0,-5.155,0.0409,0.255,0.3,0.363,89.974
2176,3dhjNA0jGA8vHBQ1VdD6vV,I Feel It Coming,The Weeknd,80,Starboy,2016-11-25,BALLARE - رقص,pop,post-teen pop,0.773,0.819,0,-5.946,0.118,0.426,0.0679,0.585,92.99
2177,6nek1Nin9q48AVZcWs9e9D,Paradise,Coldplay,77,Mylo Xyloto,2011-10-24,BALLARE - رقص,pop,post-teen pop,0.449,0.585,5,-6.762,0.0268,0.0522,0.0833,0.203,139.627
2178,32DGGj6KlNuBr6WaqRxpxi,How Long,Charlie Puth,17,How Long,2017-10-05,BALLARE - رقص,pop,post-teen pop,0.849,0.581,1,-5.243,0.0767,0.189,0.0805,0.779,110.008
2179,7bre6yd84LZ6MFoTppmHja,Swimming Pools (Drank),Kendrick Lamar,7,Swimming Pools (Drank),2012-08-03,BALLARE - رقص,pop,post-teen pop,0.656,0.446,1,-5.897,0.265,0.00695,0.088,0.203,74.543
2180,3fCicSFX1SFnFK8sfRdArh,Liquor Locker,Vic Mensa,1,There's Alot Going On,2016-06-03,BALLARE - رقص,pop,post-teen pop,0.559,0.437,6,-7.086,0.149,0.0542,0.0551,0.485,79.806
2181,7ujx3NYtwO2LkmKGz59mXp,HUMBLE.,Kendrick Lamar,12,DAMN.,2017-04-14,BALLARE - رقص,pop,post-teen pop,0.906,0.625,1,-6.779,0.0903,0.000243,0.0975,0.423,150.018
2182,0zMxL4BTjSqCsUtfdlcL8G,Tiimmy Turner,Desiigner,4,Tiimmy Turner,2016-07-22,BALLARE - رقص,pop,post-teen pop,0.602,0.723,6,-3.021,0.0405,0.168,0.0781,0.293,122.812
2183,3gVaOBlP4CaRqfUttZ4Avd,Oh My Darling Don't Cry,Run The Jewels,1,Run the Jewels 2,2014-10-24,BALLARE - رقص,pop,post-teen pop,0.525,0.589,1,-7.125,0.296,0.0172,0.485,0.323,104.608
2184,5hsA5ceZSbJcb0JKrIIHEo,Probleemkind,Esko,0,Probleemkind,2015-03-07,BALLARE - رقص,pop,post-teen pop,0.726,0.562,1,-6.73,0.107,0.522,0.0829,0.326,150.074
2185,05bXOQTUxou0BaZ6XteJo0,Krantenwijk,Lil Kleine,6,Alleen,2017-06-23,BALLARE - رقص,pop,post-teen pop,0.929,0.794,9,-4.245,0.122,0.51,0.129,0.816,120.002
2186,6rZssCJPEdQnyeEdNLKsr8,ELEMENT.,Kendrick Lamar,4,DAMN.,2017-04-14,BALLARE - رقص,pop,post-teen pop,0.73,0.686,4,-4.713,0.491,0.219,0.211,0.459,189.889
2187,1vffte5WTHIik37ePfJdo4,King Kunta,Kendrick Lamar,10,To Pimp A Butterfly,2015-03-16,BALLARE - رقص,pop,post-teen pop,0.884,0.657,6,-4.569,0.0977,0.00589,0.154,0.489,107.059
2188,45oDOw8InylWBtszEH8pWm,Boogie Wonderland,Mr. Belt & Wezol,1,Boogie Wonderland,2016-12-23,BALLARE - رقص,pop,post-teen pop,0.724,0.891,0,-4.275,0.047,0.00448,0.158,0.717,124.061
2189,4qEwtfyeCZkAsqLIkSFxO3,Make U Love Me,Tujamo,2,Make U Love Me,2017-02-13,BALLARE - رقص,pop,post-teen pop,0.718,0.89,2,-3.931,0.144,0.139,0.341,0.31,124.943
2190,2WRFD9WczJ975X2K1Y9YVs,Heads Will Roll,Yeah Yeah Yeahs,66,It's Blitz!,2009-01-01,BALLARE - رقص,pop,post-teen pop,0.562,0.903,8,-4.46,0.0296,0.000187,0.298,0.791,132.009
2191,6kwAbEjseqBob48jCus7Sz,Elastic Heart,Sia,72,1000 Forms Of Fear,2014-07-04,BALLARE - رقص,pop,post-teen pop,0.421,0.791,9,-4.998,0.0496,0.0117,0.146,0.499,130.075
2192,3gNNXc7GUgKRPR15W77eDR,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],Asaf Avidan & the Mojos,14,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],2012-06-04,BALLARE - رقص,pop,post-teen pop,0.821,0.676,3,-6.366,0.0547,0.187,0.0904,0.559,119.012
2193,6CO62sXA0V1JhdgE7E2VeW,Pompeii,Bastille,5,Bad Blood,2013-01-01,BALLARE - رقص,pop,post-teen pop,0.679,0.715,9,-6.383,0.0407,0.0755,0.271,0.571,127.435
2194,5afHIkEcVhCF1Z1CTqMUXB,Ain't Nobody (Loves Me Better),Felix Jaehn,19,Ain't Nobody (Loves Me Better),2015-03-03,BALLARE - رقص,pop,post-teen pop,0.768,0.567,2,-7.046,0.0312,0.66,0.07,0.471,117.974
2195,085XpQzAKm4nAfcfRp2get,Get Free (feat. Amber Coffman),Major Lazer,4,Free The Universe Deluxe,2013-03-15,BALLARE - رقص,pop,post-teen pop,0.525,0.538,11,-9.366,0.0783,0.14,0.095,0.802,175.953
2196,7FESgYLcOufHqKlwrvJN60,Feel It Still,Portugal. The Man,66,Feel It Still,2017-03-02,BALLARE - رقص,pop,post-teen pop,0.78,0.798,1,-5.151,0.0613,0.0406,0.0733,0.771,78.969
2197,1WGUqMaTj8MN7QYZErtsVv,Rhyme Or Reason,Eminem,0,The Marshall Mathers LP2,2013-11-05,BALLARE - رقص,pop,post-teen pop,0.854,0.832,9,-3.836,0.247,0.146,0.0513,0.643,116.957
2198,0xOsIqxmLswEsKFGLwE5c5,Love Game,Eminem,0,The Marshall Mathers LP2,2013-11-05,BALLARE - رقص,pop,post-teen pop,0.778,0.942,9,-2.525,0.178,0.355,0.626,0.687,105.517
2199,3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,Twenty One Pilots,83,Blurryface,2015-05-15,BALLARE - رقص,pop,post-teen pop,0.734,0.637,4,-5.677,0.141,0.0462,0.0602,0.648,169.977
2200,1n0VqMms2yoTGVvunXenQA,Rain Or Shine,Young Fathers,39,White Men Are Black Men Too,2015-04-06,BALLARE - رقص,pop,post-teen pop,0.646,0.891,8,-2.904,0.0433,0.00445,0.127,0.106,142.024
2201,76cy1WJvNGJTj78UqeA5zr,IDGAF,Dua Lipa,82,Dua Lipa (Deluxe),2017-06-02,Post Teen Pop,pop,post-teen pop,0.836,0.544,7,-5.975,0.0943,0.0403,0.0824,0.51,97.028
2202,2K87XMYnUMqLcX3zvtAF4G,Drag Me Down,One Direction,76,Made In The A.M. (Deluxe Edition),2015-11-13,Post Teen Pop,pop,post-teen pop,0.73,0.703,0,-5.672,0.0369,0.109,0.0657,0.595,138.113
2203,7JJmb5XwzOO8jgpou264Ml,There's Nothing Holdin' Me Back,Shawn Mendes,82,Illuminate (Deluxe),2017-04-20,Post Teen Pop,pop,post-teen pop,0.866,0.813,11,-4.063,0.0554,0.38,0.0779,0.969,121.998
2204,2P91MQbaiQOfbiz9VqhqKQ,I Like Me Better,Lauv,79,I met you when I was 18. (the playlist),2018-05-31,Post Teen Pop,pop,post-teen pop,0.752,0.505,9,-7.621,0.253,0.535,0.104,0.419,91.97
2205,5cF0dROlMOK5uNZtivgu50,Attention,Charlie Puth,82,Voicenotes,2018-05-11,Post Teen Pop,pop,post-teen pop,0.775,0.613,3,-4.586,0.0542,0.109,0.134,0.797,100.066
2206,6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger (with Normani),Sam Smith,87,Dancing With A Stranger (with Normani),2019-01-11,Post Teen Pop,pop,post-teen pop,0.741,0.52,8,-7.513,0.0656,0.45,0.222,0.347,102.998
2207,72gv4zhNvRVdQA0eOenCal,Symphony (feat. Zara Larsson),Clean Bandit,73,What Is Love? (Deluxe Edition),2018-11-30,Post Teen Pop,pop,post-teen pop,0.715,0.605,0,-5.128,0.0428,0.239,0.189,0.454,122.956
2208,09IStsImFySgyp0pIQdqAc,The Middle,Zedd,84,The Middle,2018-01-23,Post Teen Pop,pop,post-teen pop,0.753,0.657,7,-3.061,0.0449,0.171,0.112,0.437,107.01
2209,1JbR9RDP3ogVNEWFgNXAjh,Look What You Made Me Do,Taylor Swift,74,reputation (Big Machine Radio Release Special),2017-11-08,Post Teen Pop,pop,post-teen pop,0.766,0.709,9,-6.471,0.123,0.204,0.126,0.506,128.07
2210,6gj08XDlv9Duc2fPOxUmVD,Lips Are Movin,Meghan Trainor,67,Title (Deluxe),2015-01-09,Post Teen Pop,pop,post-teen pop,0.775,0.825,7,-5.402,0.0464,0.0506,0.111,0.95,139.091
2211,27SdWb2rFzO6GWiYDBTD9j,Cheap Thrills,Sia,77,This Is Acting,2016-01-29,Post Teen Pop,pop,post-teen pop,0.628,0.698,6,-5.608,0.105,0.0472,0.0907,0.732,89.976
2212,3W3KtDwAIg3mAruSpnfG3Q,Fancy,Iggy Azalea,69,The New Classic (Deluxe Version),2014-01-01,Post Teen Pop,pop,post-teen pop,0.912,0.716,10,-4.141,0.0697,0.0904,0.0491,0.377,94.981
2213,3eng6TJxpqjvDkxRpnfnhB,Big Plans,Why Don't We,80,Big Plans,2019-01-17,Post Teen Pop,pop,post-teen pop,0.693,0.604,11,-5.279,0.0427,0.0668,0.114,0.651,75.014
2214,0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,Bruno Mars,82,24K Magic,2016-11-17,Post Teen Pop,pop,post-teen pop,0.853,0.56,1,-4.961,0.0406,0.013,0.0944,0.86,134.066
2215,4NiehSBQthimPzRsVeOgCT,My My My!,Troye Sivan,75,Bloom,2018-08-31,Post Teen Pop,pop,post-teen pop,0.701,0.458,1,-7.749,0.0836,0.00407,0.045,0.482,102.967
2216,0PDUDa38GO8lMxLCRc4lL1,PILLOWTALK,ZAYN,78,Mind Of Mine (Deluxe Edition),2016-03-25,Post Teen Pop,pop,post-teen pop,0.584,0.7,11,-4.275,0.0456,0.117,0.0939,0.438,124.944
